ID,CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
7406,5331101,Evans Ave,53,Keith St,Mendell St,10/21/2018,Survey,Yes,Arterial
7407,5332101,Evans Ave,70,Mendell St,Newhall St,10/21/2018,Survey,Yes,Arterial
7408,5333101,Evans Ave,83,Newhall St,03rd St,10/21/2018,Survey,Yes,Arterial
7409,5336000,Evans Ave,16,Quint St,Rankin St,10/13/2018,Survey,Yes,Arterial
7410,5340000,Evans Ave,16,Napoleon St \ Toland St,Marin St,10/13/2018,Survey,Yes,Arterial
7411,5341000,Evans Ave,20,Marin St,Cesar Chavez St,10/13/2018,Survey,Yes,Arterial
7412,5335000,Evans Ave,26,Phelps St,Quint St,10/13/2018,Survey,Yes,Arterial
7413,5337000,Evans Ave,37,Rankin St,Selby St,10/13/2018,Survey,Yes,Arterial
7414,5331201,Evans Ave,54,Keith St,Mendell St,10/13/2018,Survey,Yes,Arterial
7415,5330201,Evans Ave,56,Jennings St \ Middle Point Rd,Keith St,10/13/2018,Survey,Yes,Arterial
7416,5332201,Evans Ave,67,Mendell St,Newhall St,10/13/2018,Survey,Yes,Arterial
7417,5333201,Evans Ave,75,Newhall St,03rd St,10/13/2018,Survey,Yes,Arterial
7418,5334000,Evans Ave,85,03rd St,Phelps St,10/13/2018,Survey,Yes,Arterial
7419,5329000,Evans Ave,51,Hunters Point Blvd,Jennings St \ Middle Point Rd,10/6/2018,Survey,Yes,Arterial
7420,5339000,EVANS AVE,48,SELBY ST,NAPOLEON ST \ TOLAND ST,8/10/2009,Survey,No,
7421,5338000,EVANS AVE,74,SELBY ST,SELBY ST,8/10/2009,Survey,No,
7422,33106000,EVANS AVE,100,SELBY ST,Intersection,6/30/2001,Treatment,No,
7423,33107000,EVANS AVE,100,SELBY ST,Intersection,6/30/2001,Treatment,No,
7424,5346000,Evelyn Way,84,Chaves Ave,Teresita Blvd,9/6/2018,Survey,Yes,Residential
7425,5347000,Evelyn Way,85,Teresita Blvd,Del Vale Ave,9/6/2018,Survey,Yes,Residential
7426,5344000,Evelyn Way,86,Portola Dr,Juanita Way,9/6/2018,Survey,Yes,Residential
7427,5345000,Evelyn Way,91,Juanita Way,Chaves Ave,9/6/2018,Survey,Yes,Residential
7428,22418000,EVELYN WAY,100,CHAVES AVE,Intersection,3/17/2005,Treatment,No,
7429,22423000,EVELYN WAY,100,JUANITA WAY,Intersection,3/17/2005,Treatment,No,
7430,5349000,Everglade Dr,57,Emerald Ln,Ocean Ave,9/14/2018,Survey,Yes,Residential
7431,5348000,Everglade Dr,63,Constanso Way \ Sloat Blvd,Emerald Ln,9/14/2018,Survey,Yes,Residential
7432,5350000,Everglade Dr,80,Ocean Ave,Eucalyptus Dr,9/14/2018,Survey,Yes,Residential
7433,5351000,Everglade Dr,85,Eucalyptus Dr,Gellert Dr,9/14/2018,Survey,Yes,Residential
7434,5354000,Everson St,83,Digby St,Digby St,8/16/2018,Survey,Yes,Residential
7435,5352000,Everson St,85,Beacon St,Amatista Ln,8/16/2018,Survey,Yes,Residential
7436,5353000,Everson St,95,Digby St,Beacon St,8/16/2018,Survey,Yes,Residential
7437,5355000,EWER PL,78,MASON ST,END,10/29/2008,Survey,No,
7438,5356000,Ewing Ter,75,Masonic Ave,End,7/30/2018,Survey,Yes,Residential
7439,5357000,Ewing Ter,81,End,Jean Way,7/30/2018,Survey,Yes,Residential
7440,5358000,Ewing Ter,81,Jean Way,End,7/30/2018,Survey,Yes,Residential
7441,26396000,Ewing Ter: Masonic Ave Intersection,100,MASONIC AVE,Intersection,5/31/2018,Treatment,No,
7442,5367000,Excelsior Ave,34,Athens St,Moscow St,10/25/2018,Survey,Yes,Residential
7443,5366000,Excelsior Ave,82,Vienna St,Athens St,9/3/2018,Survey,Yes,Residential
7444,5364000,Excelsior Ave,83,Edinburgh St,Naples St,9/3/2018,Survey,Yes,Residential
7445,5365000,Excelsior Ave,83,Naples St,Vienna St,9/3/2018,Survey,Yes,Residential
7446,5362000,Excelsior Ave,83,Lisbon St,Madrid St,9/3/2018,Survey,Yes,Residential
7447,5368000,Excelsior Ave,84,Moscow St,Ina Ct \ Munich St,9/3/2018,Survey,Yes,Residential
7448,5360000,Excelsior Ave,84,London St,Paris St,9/3/2018,Survey,Yes,Residential
7449,5359000,Excelsior Ave,85,Mission St,London St,9/3/2018,Survey,Yes,Residential
7450,5363000,Excelsior Ave,85,Madrid St,Edinburgh St,9/3/2018,Survey,Yes,Residential
7451,5361000,Excelsior Ave,86,Paris St,Lisbon St,9/3/2018,Survey,Yes,Residential
7452,21759000,EXCELSIOR AVE,100,PARIS ST,Intersection,11/15/2012,Treatment,No,
7453,5369000,EXCELSIOR AVE,44,INA CT \ MUNICH ST,END,10/29/2008,Survey,No,
7454,21642000,EXCELSIOR AVE,100,NAPLES ST,Intersection,12/10/2007,Treatment,No,
7455,21647000,EXCELSIOR AVE,100,EDINBURG ST,Intersection,12/10/2007,Treatment,No,
7456,21686000,EXCELSIOR AVE,100,MADRID ST,Intersection,12/10/2007,Treatment,No,
7457,21760000,EXCELSIOR AVE,100,LONDON ST,Intersection,12/10/2007,Treatment,No,
7458,21768000,EXCELSIOR AVE,100,MISSION ST,Intersection,5/28/2001,Treatment,No,
7459,21687000,Excelsior Ave: Lisbon St Intersection,100,LISBON ST,Intersection,2/26/2018,Treatment,No,
7460,21621000,Excelsior Ave: Moscow St Intersection,100,MOSCOW ST,Intersection,3/6/2019,Treatment,No,
7461,21640000,Excelsior Ave: Vienna St Intersection,100,VIENNA ST,Intersection,2/26/2018,Treatment,No,
7462,54143000,Exchange Pl,100,Pine St,Intersection,8/19/2014,Treatment,No,
7463,5371001,EXECUTIVE PARK BLVD,41,ALANA WAY,BLANKEN AVE,8/10/2009,Survey,No,
7464,5371002,EXECUTIVE PARK BLVD,41,BLANKEN AVE,EMERALD COVE WAY,8/10/2009,Survey,No,
7465,5374000,EXECUTIVE PARK BLVD,67,CRESCENT WAY,HARNEY WAY,10/29/2008,Survey,No,
7466,5372102,EXECUTIVE PARK BLVD,68,BLANKEN AVE,CANDLESTICK COVE WAY,7/29/2004,Survey,No,
7467,5372102,EXECUTIVE PARK BLVD,68,EMERALD COVE WAY,CANDLESTICK COVE WAY,7/29/2004,Survey,No,
7468,5372103,EXECUTIVE PARK BLVD,68,CANDLESTICK COVE WAY,SANDPIPER COVE WAY \ THOMAS MELLON DR,7/29/2004,Survey,No,
7469,5372202,EXECUTIVE PARK BLVD,68,BLANKEN AVE,CANDLESTICK COVE WAY,7/29/2004,Survey,No,
7470,5372202,EXECUTIVE PARK BLVD,68,EMERALD COVE WAY,CANDLESTICK COVE WAY,7/29/2004,Survey,No,
7471,5372203,EXECUTIVE PARK BLVD,68,CANDLESTICK COVE WAY,SANDPIPER COVE WAY \ THOMAS MELLON DR,7/29/2004,Survey,No,
7472,5373101,EXECUTIVE PARK BLVD,68,END,THOMAS MELLON DR,7/29/2004,Survey,No,
7473,5373201,EXECUTIVE PARK BLVD,68,END,THOMAS MELLON DR,7/29/2004,Survey,No,
7474,5375000,Exeter St,77,Paul Ave,Salinas Ave,9/15/2018,Survey,Yes,Residential
7475,20566000,Exeter St,100,Salinas Ave,Intersection,7/3/2014,Treatment,No,
7476,5377000,Fair Ave,87,Peters Ave,Coleridge St,8/9/2018,Survey,Yes,Residential
7477,5376000,Fair Ave,62,Mission St,Peters Ave,7/19/2017,Survey,Yes,Residential
7478,5379000,FAIR AVE,83,LUNDYS LN,END,10/29/2008,Survey,No,
7479,21335000,FAIR AVE,100,PETERS AVE,Intersection,10/1/1999,Treatment,No,
7480,21337000,FAIR AVE,100,MISSION ST,Intersection,10/1/1999,Treatment,No,
7481,5381000,Fair Oaks St,33,21st St,22nd St,8/16/2018,Survey,Yes,Residential
7482,5385000,Fair Oaks St,88,25th St,26th St,8/16/2018,Survey,Yes,Residential
7483,5383000,Fair Oaks St,88,23rd St,24th St,8/16/2018,Survey,Yes,Residential
7484,5384000,Fair Oaks St,90,24th St,25th St,8/16/2018,Survey,Yes,Residential
7485,5382000,Fair Oaks St,100,22nd St,23rd St,8/16/2018,Survey,Yes,Residential
7486,5393000,Fairfax Ave,71,03rd St,Phelps St,10/13/2018,Survey,Yes,Residential
7487,5392000,Fairfax Ave,66,Mendell St,Newhall St,10/6/2018,Survey,Yes,Residential
7488,5391000,Fairfax Ave,94,Lane St,Mendell St,10/6/2018,Survey,Yes,Residential
7489,5390000,Fairfax Ave,95,Keith St,Lane St,10/6/2018,Survey,Yes,Residential
7490,5395000,Fairfield Way,53,Lakewood Ave,Kenwood Way \ Manor Dr,9/14/2018,Survey,Yes,Residential
7491,5394000,Fairfield Way,60,Ocean Ave,Lakewood Ave,9/14/2018,Survey,Yes,Residential
7492,22668000,FAIRFIELD WAY,100,OCEAN AVE,Intersection,3/12/2003,Treatment,No,
7493,5398000,Fairmount St,76,Whitney St,Laidley St,8/24/2018,Survey,Yes,Residential
7494,5396000,Fairmount St,81,Arlington St,Chenery St,8/24/2018,Survey,Yes,Residential
7495,5397000,Fairmount St,94,Chenery St,Whitney St,6/6/2018,Treatment,Yes,Residential
7496,5402001,Faith St,61,Holladay Ave,End,8/4/2017,Survey,Yes,Residential
7497,5402002,FAITH ST,83,END,BREWSTER ST,10/29/2008,Survey,No,
7498,5402001,FAITH ST,100,HOLLADAY AVE,END,8/12/1997,Survey,Yes,
7499,5402002,FAITH ST,100,END,BREWSTER ST,8/12/1997,Survey,No,
7500,5404000,Falmouth St,80,Folsom St,Shipley St,10/12/2018,Survey,Yes,Residential
7501,23936000,FALMOUTH ST,100,FOLSOM ST,Intersection,3/2/2000,Treatment,No,
7502,5405000,Fanning Way,89,14th Ave,15th Ave \ Quintara St,10/2/2018,Survey,Yes,Residential
7503,5408000,Farallones St,100,Capitol Ave,Orizaba Ave,7/26/2018,Treatment,Yes,Residential
7504,5407000,Farallones St,100,Plymouth Ave,Capitol Ave,7/26/2018,Treatment,Yes,Residential
7505,5406000,Farallones St,100,San Jose Ave \ Whipple Ave,Plymouth Ave,2/3/2017,Treatment,Yes,Residential
7506,21592000,Farallones St,100,San Jose Ave \ Whipple Ave,Intersection,7/25/2014,Treatment,No,
7507,22472000,Farallones St,100,Plymouth Ave,Intersection,1/23/2013,Treatment,No,
7508,5409000,Fargo Pl,87,Boardman Pl,End,10/12/2018,Survey,Yes,Residential
7509,50053000,FARGO PL,100,END,Intersection,5/11/2009,Treatment,No,
7510,5411000,FARNSWORTH LN,46,EDGEWOOD AVE,END,10/29/2008,Survey,No,
7511,5410000,FARNSWORTH LN,34,WILLARD ST,EDGEWOOD AVE,7/29/2004,Survey,No,
7512,5412000,Farnum St,83,Addison St,Moreland St,8/16/2018,Survey,Yes,Residential
7513,5413000,Farnum St,100,Moreland St,Moffitt St,8/16/2018,Survey,Yes,Residential
7514,21956000,FARNUM ST,100,MOFFITT ST,Intersection,9/24/2004,Treatment,No,
7515,21960000,FARNUM ST,100,MORELAND ST,Intersection,9/24/2004,Treatment,No,
7516,5415000,Farragut Ave,83,Ellington Ave,Rae Ave,9/2/2018,Survey,Yes,Residential
7517,5416000,Farragut Ave,83,Rae Ave,Huron Ave,9/2/2018,Survey,Yes,Residential
7518,5418000,Farragut Ave,84,Moneta Way,Alemany Blvd,9/2/2018,Survey,Yes,Residential
7519,5414000,Farragut Ave,85,Mission St,Ellington Ave,9/2/2018,Survey,Yes,Residential
7520,5417000,Farragut Ave,85,Huron Ave,Moneta Way,9/2/2018,Survey,Yes,Residential
7521,21549000,FARRAGUT AVE,100,ELLINGTON AVE,Intersection,3/8/2010,Treatment,No,
7522,5419000,FARRAGUT AVE,58,ALEMANY BLVD,END,10/29/2008,Survey,No,
7523,21554000,FARRAGUT AVE,100,HURON AVE,Intersection,8/23/2007,Treatment,No,
7524,21570000,FARRAGUT AVE,100,MONETA WAY,Intersection,8/23/2007,Treatment,No,
7525,33493000,FARRAGUT AVE,100,ALEMANY BLVD,Intersection,8/23/2007,Treatment,No,
7526,21547000,FARRAGUT AVE,100,MISSION ST,Intersection,7/18/2001,Treatment,No,
7527,5421000,Farview Ct,30,Marview Way,Fredela Ln,10/8/2018,Survey,Yes,Residential
7528,5422000,Farview Ct,58,Fredela Ln,End,10/8/2018,Survey,Yes,Residential
7529,5433000,Faxon Ave,66,Kenwood Way \ Northwood Dr,Pizarro Way,9/14/2018,Survey,Yes,Residential
7530,5432000,Faxon Ave,82,Wildwood Way,Kenwood Way \ Northwood Dr,9/14/2018,Survey,Yes,Residential
7531,5434000,Faxon Ave,65,Pizarro Way,End,9/6/2018,Survey,Yes,Residential
7532,5430000,Faxon Ave,79,End,Elmwood Way \ Southwood Dr,9/6/2018,Survey,Yes,Residential
7533,5428000,Faxon Ave,82,Ocean Ave,End,9/6/2018,Survey,Yes,Residential
7534,5429000,Faxon Ave,83,End,Southwood Dr,9/6/2018,Survey,Yes,Residential
7535,12893000,Faxon Ave,95,End,Monterey Blvd,9/6/2018,Survey,Yes,Residential
7536,5435000,Faxon Ave,95,End,Monterey Blvd,9/6/2018,Survey,Yes,Residential
7537,5425000,Faxon Ave,54,Grafton Ave,Holloway Ave,9/1/2018,Survey,Yes,Residential
7538,5424000,Faxon Ave,80,Lakeview Ave,Grafton Ave,9/1/2018,Survey,Yes,Residential
7539,5426000,Faxon Ave,100,Holloway Ave,De Montfort Ave,7/6/2017,Survey,Yes,Residential
7540,5427000,Faxon Ave,100,De Montfort Ave,Ocean Ave,5/16/2017,Treatment,Yes,Residential
7541,5431000,Faxon Ave,94,Elmwood Way \ Southwood Dr,Wildwood Way,11/21/2016,Treatment,Yes,Residential
7542,5423000,Faxon Ave,100,Montana St,Thrift St,11/21/2016,Treatment,Yes,Residential
7543,22654000,FAXON AVE,100,OCEAN AVE,Intersection,3/12/2003,Treatment,No,
7544,22655000,FAXON AVE,100,OCEAN AVE,Intersection,3/12/2003,Treatment,No,
7545,22609000,Faxon Ave: Holloway Ave Intersection,100,HOLLOWAY AVE,Intersection,9/7/2017,Treatment,No,
7546,22593000,Faxon Ave: Montana St Intersection,100,MONTANA ST,Intersection,3/15/2018,Treatment,No,
7547,5437000,Federal St,60,Rincon St,End,10/17/2018,Survey,Yes,Residential
7548,5436000,Federal St,78,Delancey St,Rincon St,7/26/2017,Survey,Yes,Residential
7549,5438000,FEDERAL ST,57,02ND ST,END,10/29/2008,Survey,No,
7550,5439000,Fell St,89,10th St \ Market St \ Polk St,Van Ness Ave,8/15/2018,Survey,Yes,Arterial
7551,5449000,Fell St,61,Pierce St,Scott St,8/12/2018,Survey,Yes,Arterial
