area,county,lsad,lsad_trans,name,perimeter,state,taz,tz06_d00_,tz06_d00_i,geometry
1.74E-05,77,,,326,0.02246099,6,326,2036,2037,"POLYGON ((-121.288658 38.145618, -121.288458 38.142118, -121.292265 38.143337, -121.297759 38.145318, -121.292558 38.145718, -121.288658 38.145618))"
7.31E-05,99,,,326,0.034523095,6,326,4945,4946,"POLYGON ((-121.015644 37.665729, -121.015444 37.65803, -121.025145 37.658529, -121.025445 37.665829, -121.015644 37.665729))"
0.000178264,47,,,326,0.065197975,6,326,6294,6295,"POLYGON ((-120.57671 37.34932, -120.57691 37.342135, -120.577024 37.335934, -120.576049 37.33376, -120.577052 37.334195, -120.585707 37.337557, -120.586942 37.33778, -120.593101 37.340027, -120.595939 37.341125, -120.595883 37.345129, -120.585989 37.344428, -120.585892 37.349513, -120.57671 37.34932))"
0.001037203,19,,,326,0.129504287,6,326,8276,8277,"POLYGON ((-119.790773 36.576149, -119.790772 36.547249, -119.808573 36.547149, -119.826774 36.547249, -119.826674 36.575949, -119.808774 36.576049, -119.790773 36.576149))"
0.00002695,29,,,326,0.021008278,6,326,8988,8989,"POLYGON ((-118.981933 35.374058, -118.977433 35.372758, -118.978333 35.368258, -118.983933 35.368258, -118.981933 35.374058))"
8.04E-05,73,,,326,0.042469828,6,326,10271,10276,"POLYGON ((-117.139166 32.76675, -117.137609 32.768371, -117.135011 32.769273, -117.13165 32.769542, -117.130265 32.76835, -117.127865 32.76305, -117.125965 32.75725, -117.126665 32.75765, -117.127965 32.76105, -117.138065 32.76105, -117.139166 32.76675))"
2.45E-05,77,,,327,0.020821594,6,327,2045,2046,"POLYGON ((-121.288458 38.142118, -121.288358 38.136118, -121.292058 38.136218, -121.292265 38.143337, -121.288458 38.142118))"
4.64E-05,99,,,327,0.032112888,6,327,4998,4999,"POLYGON ((-121.015444 37.65803, -121.015345 37.656429, -121.015245 37.651129, -121.015246 37.649431, -121.025245 37.65774, -121.025145 37.658529, -121.015444 37.65803))"
0.000127814,47,,,327,0.052393329,6,327,6353,6354,"POLYGON ((-120.468883 37.340471, -120.468875 37.341215, -120.463138 37.340965, -120.456717 37.338243, -120.456144 37.336756, -120.453794 37.335544, -120.450797 37.33676, -120.45075 37.331997, -120.450888 37.331985, -120.459983 37.331905, -120.468999 37.332025, -120.468883 37.340471))"
0.000517219,19,,,327,0.10024299,6,327,8298,8299,"POLYGON ((-119.790772 36.547249, -119.791072 36.532749, -119.808972 36.532749, -119.826373 36.532849, -119.826873 36.536349, -119.826873 36.537649, -119.826774 36.547249, -119.808573 36.547149, -119.790772 36.547249))"
3.84E-05,29,,,327,0.028528487,6,327,9000,9001,"POLYGON ((-118.977433 35.372758, -118.976325 35.372758, -118.967233 35.370658, -118.967233 35.368258, -118.978333 35.368258, -118.977433 35.372758))"
0.000547969,73,,,327,0.131917504,6,327,10269,10274,"POLYGON ((-116.935259 32.770251, -116.927908 32.768827, -116.927958 32.762052, -116.927309 32.752945, -116.933512 32.75495, -116.935673 32.757669, -116.939189 32.753446, -116.942142 32.751191, -116.944808 32.751947, -116.961919 32.75127, -116.962059 32.747552, -116.963359 32.746052, -116.964659 32.746052, -116.966559 32.749852, -116.969158 32.758996, -116.970159 32.766051, -116.966159 32.765851, -116.958859 32.763251, -116.954957 32.762446, -116.942559 32.762252, -116.941859 32.762352, -116.941159 32.765152, -116.940959 32.769151, -116.935259 32.770251))"
0.000105194,7,,,328,0.046208173,6,328,32,32,"POLYGON ((-121.590688 39.777685, -121.579657 39.77771, -121.579625 39.770571, -121.586238 39.77041, -121.588995 39.770409, -121.597624 39.77043, -121.590688 39.777685))"
0.00003599,77,,,328,0.023905096,6,328,2058,2059,"POLYGON ((-121.292058 38.136218, -121.288358 38.136118, -121.288258 38.134418, -121.288258 38.130018, -121.294058 38.130018, -121.294158 38.136218, -121.292058 38.136218))"
0.000010125,99,,,328,0.012964802,6,328,5098,5099,"POLYGON ((-120.992645 37.639531, -120.995445 37.637431, -120.997745 37.639231, -120.994945 37.641431, -120.992645 37.639531))"
7.40E-05,47,,,328,0.03448075,6,328,6362,6363,"POLYGON ((-120.478011 37.339887, -120.468883 37.340471, -120.468999 37.332025, -120.478066 37.332067, -120.478011 37.339887))"
0.000135871,19,,,328,0.067731862,6,328,8230,8231,"POLYGON ((-119.790774 36.605049, -119.786126 36.6051, -119.78664 36.590594, -119.785369 36.583269, -119.785723 36.576094, -119.790773 36.576149, -119.790774 36.605049))"
6.59E-05,29,,,328,0.032695644,6,328,9037,9038,"POLYGON ((-119.002727 35.36825, -118.998934 35.368158, -118.993833 35.368158, -118.993934 35.360958, -119.002934 35.360658, -119.002727 35.36825))"
0.00021074,73,,,328,0.094121466,6,328,10274,10279,"POLYGON ((-117.183967 32.766149, -117.181167 32.765649, -117.172467 32.768549, -117.170867 32.763949, -117.165667 32.766049, -117.163266 32.766449, -117.163866 32.76275, -117.167267 32.76135, -117.175367 32.75935, -117.178467 32.75915, -117.196268 32.760149, -117.203868 32.758949, -117.204668 32.759749, -117.204868 32.762049, -117.198268 32.762749, -117.186967 32.765749, -117.183967 32.766149))"
0.00002077,77,,,329,0.019100806,6,329,2057,2058,"POLYGON ((-121.294158 38.136218, -121.294058 38.130018, -121.297458 38.130018, -121.297458 38.136218, -121.294158 38.136218))"
1.24E-05,99,,,329,0.014866077,6,329,5121,5122,"POLYGON ((-121.001446 37.638231, -120.997745 37.639231, -120.995445 37.637431, -120.998545 37.635131, -121.000515 37.637387, -121.001446 37.638231))"
0.000102755,47,,,329,0.053968623,6,329,6333,6334,"POLYGON ((-120.613124 37.344382, -120.601385 37.340071, -120.595394 37.339866, -120.599375 37.333459, -120.600692 37.33101, -120.603146 37.331036, -120.607008 37.331077, -120.607605 37.332556, -120.607803 37.341566, -120.609636 37.341364, -120.613422 37.342706, -120.614065 37.343049, -120.613124 37.344382))"
0.000145837,19,,,329,0.067843302,6,329,8277,8278,"POLYGON ((-119.790773 36.576149, -119.785723 36.576094, -119.785719 36.547254, -119.790772 36.547249, -119.790773 36.576149))"
0.000103294,29,,,329,0.043207978,6,329,9035,9036,"POLYGON ((-118.992333 35.368258, -118.983933 35.368258, -118.978333 35.368258, -118.979633 35.364558, -118.981333 35.360958, -118.993934 35.360958, -118.993833 35.368158, -118.992333 35.368258))"
0.000255761,73,,,329,0.070962406,6,329,10272,10277,"POLYGON ((-117.039525 32.768966, -117.031561 32.76885, -117.029482 32.765566, -117.029465 32.762627, -117.035462 32.759451, -117.040762 32.755951, -117.041078 32.755951, -117.043562 32.755551, -117.043762 32.754651, -117.045962 32.754451, -117.047162 32.754751, -117.046962 32.755251, -117.047862 32.755551, -117.049262 32.754951, -117.049233 32.755323, -117.049462 32.755285, -117.054062 32.755251, -117.053662 32.760647, -117.053662 32.76345, -117.051462 32.76355, -117.051462 32.766168, -117.051462 32.76775, -117.047162 32.76635, -117.045921 32.767917, -117.039525 32.768966))"
0.00012476,7,,,330,0.061508204,6,330,25,25,"POLYGON ((-121.590688 39.777685, -121.603114 39.777613, -121.605047 39.777621, -121.600668 39.78114, -121.595463 39.783043, -121.594075 39.784467, -121.588375 39.793022, -121.585029 39.795809, -121.586717 39.784162, -121.590688 39.777685))"
6.15E-05,77,,,330,0.031845627,6,330,2055,2056,"POLYGON ((-121.297458 38.136218, -121.297458 38.130018, -121.306659 38.130018, -121.306717 38.137156, -121.297458 38.136218))"
0.00009637,99,,,330,0.046756657,6,330,5056,5057,"POLYGON ((-121.015146 37.647631, -121.015046 37.644831, -121.014946 37.643831, -121.019846 37.641631, -121.024146 37.642431, -121.033846 37.642531, -121.033646 37.647531, -121.019946 37.647631, -121.015146 37.647631))"
0.000313663,47,,,330,0.071602992,6,330,6365,6366,"POLYGON ((-120.595394 37.339866, -120.593101 37.340027, -120.586942 37.33778, -120.585707 37.337557, -120.577052 37.334195, -120.576049 37.33376, -120.577185 37.331467, -120.577422 37.323898, -120.596305 37.323735, -120.600803 37.323733, -120.600692 37.33101, -120.599375 37.333459, -120.595394 37.339866))"
9.41E-05,19,,,330,0.046339543,6,330,8295,8296,"POLYGON ((-119.790772 36.547249, -119.785719 36.547254, -119.785719 36.532779, -119.785719 36.529328, -119.790972 36.529149, -119.791072 36.532749, -119.790772 36.547249))"
0.00004304,29,,,330,0.031123523,6,330,9036,9037,"POLYGON ((-118.978333 35.368258, -118.967233 35.368258, -118.967133 35.364658, -118.979633 35.364558, -118.978333 35.368258))"
0.000149484,73,,,330,0.05179893,6,330,10275,10280,"POLYGON ((-117.054562 32.76845, -117.051462 32.76775, -117.051462 32.766168, -117.051462 32.76355, -117.053662 32.76345, -117.053662 32.760647, -117.054062 32.755251, -117.064663 32.753051, -117.067163 32.76145, -117.054562 32.76845))"
3.37E-05,77,,,331,0.026593524,6,331,2026,2027,"POLYGON ((-121.292258 38.149718, -121.292558 38.145718, -121.297759 38.145318, -121.300359 38.147318, -121.301959 38.149618, -121.300159 38.151118, -121.298059 38.148918, -121.293858 38.149818, -121.292258 38.149718))"
0.00012174,99,,,331,0.044016577,6,331,5090,5091,"POLYGON ((-121.019846 37.641631, -121.021246 37.635031, -121.023046 37.633031, -121.033846 37.632831, -121.033746 37.640231, -121.033846 37.642531, -121.024146 37.642431, -121.019846 37.641631))"
2.66E-05,47,,,331,0.020219698,6,331,6481,6482,"POLYGON ((-120.444564 37.32356, -120.443163 37.324218, -120.439653 37.323561, -120.439753 37.318334, -120.444424 37.31836, -120.444564 37.32356))"
0.002566475,19,,,331,0.217853408,6,331,8318,8319,"POLYGON ((-120.064108 36.531692, -120.06178 36.531692, -119.989381 36.532042, -119.989779 36.488148, -119.999933 36.48822, -120.005736 36.484533, -120.006246 36.485518, -120.007379 36.485838, -120.010438 36.485703, -120.017663 36.486782, -120.020552 36.488339, -120.025507 36.493328, -120.028368 36.495503, -120.032618 36.495687, -120.038001 36.498274, -120.041096 36.503319, -120.050333 36.50801, -120.051212 36.509269, -120.051665 36.511763, -120.059119 36.519794, -120.061783 36.521281, -120.061868 36.528122, -120.064108 36.531692))"
7.69E-05,29,,,331,0.035007702,6,331,9061,9062,"POLYGON ((-119.002934 35.360658, -118.993934 35.360958, -118.994034 35.352159, -119.002834 35.352259, -119.002934 35.353659, -119.002934 35.360658))"
0.00018,73,,,331,0.062516407,6,331,10276,10281,"POLYGON ((-117.138065 32.76105, -117.137865 32.75525, -117.146466 32.75525, -117.146566 32.75735, -117.152666 32.75735, -117.160766 32.75845, -117.161541 32.758935, -117.158266 32.76325, -117.152366 32.76395, -117.141399 32.767068, -117.139166 32.76675, -117.138065 32.76105))"
0.000086025,77,,,332,0.039103126,6,332,2023,2024,"POLYGON ((-121.278458 38.148218, -121.278458 38.145718, -121.288658 38.145618, -121.292558 38.145718, -121.292258 38.149718, -121.287858 38.155018, -121.278458 38.148218))"
0.000053375,99,,,332,0.031530824,6,332,5149,5150,"POLYGON ((-121.023046 37.633031, -121.026846 37.627531, -121.033546 37.625731, -121.033846 37.632831, -121.023046 37.633031))"
2.40E-05,47,,,332,0.02066951,6,332,6428,6429,"POLYGON ((-120.444052 37.331998, -120.444192 37.32846, -120.451007 37.32851, -120.450888 37.331985, -120.45075 37.331997, -120.444052 37.331998))"
0.006046234,19,,,332,0.36195109,6,332,8291,8292,"POLYGON ((-119.953666 36.561445, -119.935751 36.561445, -119.935751 36.553828, -119.93575 36.54701, -119.881176 36.546848, -119.881076 36.532448, -119.881358 36.518672, -119.881312 36.504136, -119.881474 36.488749, -119.899904 36.489004, -119.941273 36.488444, -119.95377 36.488523, -119.989779 36.488148, -119.989381 36.532042, -119.953818 36.5323, -119.953452 36.546743, -119.953666 36.561445))"
8.89E-05,29,,,332,0.040665654,6,332,9062,9063,"POLYGON ((-118.993934 35.360958, -118.981333 35.360958, -118.985133 35.355858, -118.985133 35.351859, -118.994034 35.352159, -118.993934 35.360958))"
0.000351689,73,,,332,0.081456885,6,332,10277,10282,"POLYGON ((-116.97236 32.766451, -116.970159 32.766051, -116.969158 32.758996, -116.966559 32.749852, -116.964659 32.746052, -116.963359 32.746052, -116.964459 32.744952, -116.974482 32.744555, -116.984014 32.744479, -116.989938 32.746649, -116.987336 32.747988, -116.98696 32.757351, -116.98066 32.761351, -116.979542 32.761575, -116.97496 32.764251, -116.97236 32.766451))"
0.00002545,77,,,333,0.022290784,6,333,2029,2030,"POLYGON ((-121.270858 38.149718, -121.270558 38.145718, -121.278458 38.145718, -121.278458 38.148218, -121.277458 38.148818, -121.273658 38.148918, -121.270858 38.149718))"
0.000100225,99,,,333,0.041907346,6,333,5114,5115,"POLYGON ((-121.033746 37.640231, -121.033846 37.632831, -121.038246 37.632731, -121.041037 37.6327, -121.047346 37.632631, -121.047447 37.639931, -121.043046 37.640031, -121.033746 37.640231))"
3.12E-05,47,,,333,0.024868492,6,333,6429,6430,"POLYGON ((-120.459983 37.331905, -120.450888 37.331985, -120.451007 37.32851, -120.458378 37.328427, -120.459868 37.328473, -120.459983 37.331905))"
0.001573343,19,,,333,0.159211155,6,333,8314,8315,"POLYGON ((-119.845274 36.532749, -119.845416 36.497716, -119.845573 36.488949, -119.851173 36.488949, -119.863374 36.488949, -119.881474 36.488749, -119.881312 36.504136, -119.881358 36.518672, -119.881076 36.532448, -119.863275 36.532749, -119.845274 36.532749))"
0.000047605,29,,,333,0.034087514,6,333,9045,9046,"POLYGON ((-118.979633 35.364558, -118.967133 35.364658, -118.967333 35.361058, -118.981333 35.360958, -118.979633 35.364558))"
0.00005682,73,,,333,0.036085943,6,333,10278,10283,"POLYGON ((-117.109564 32.76095, -117.109564 32.76325, -117.108664 32.76515, -117.104564 32.76515, -117.104464 32.76105, -117.105164 32.75905, -117.103164 32.75715, -117.101064 32.75725, -117.100964 32.75515, -117.109564 32.75515, -117.109564 32.76095))"
0.000055865,77,,,334,0.033688918,6,334,2038,2039,"POLYGON ((-121.270558 38.145718, -121.271158 38.137718, -121.280458 38.139418, -121.278258 38.139618, -121.278458 38.145718, -121.270558 38.145718))"
7.19E-05,99,,,334,0.034164893,6,334,5198,5199,"POLYGON ((-121.037946 37.624031, -121.037746 37.616631, -121.046746 37.614731, -121.047146 37.623031, -121.041018 37.623697, -121.037946 37.624031))"
2.60E-05,47,,,334,0.024008291,6,334,6427,6428,"POLYGON ((-120.468999 37.332025, -120.459983 37.331905, -120.459868 37.328473, -120.469041 37.329726, -120.468999 37.332025))"
0.002377794,19,,,334,0.196316104,6,334,8313,8314,"POLYGON ((-119.826373 36.532849, -119.808972 36.532749, -119.791072 36.532749, -119.790972 36.529149, -119.791271 36.503849, -119.790871 36.489149, -119.797471 36.489049, -119.835482 36.48889, -119.845573 36.488949, -119.845416 36.497716, -119.845274 36.532749, -119.826373 36.532849))"
0.000148962,29,,,334,0.050863476,6,334,9059,9060,"POLYGON ((-118.981333 35.360958, -118.967333 35.361058, -118.967433 35.352259, -118.976233 35.352059, -118.985133 35.351859, -118.985133 35.355858, -118.981333 35.360958))"
0.000266015,73,,,334,0.090573147,6,334,10279,10284,"POLYGON ((-117.004311 32.759662, -116.99386 32.760251, -116.98966 32.763451, -116.98286 32.762751, -116.979519 32.763951, -116.97496 32.764251, -116.979542 32.761575, -116.98066 32.761351, -116.98696 32.757351, -116.987336 32.747988, -116.989938 32.746649, -116.996911 32.749315, -117.001561 32.750396, -117.00152 32.751443, -117.005906 32.752631, -117.01045 32.752412, -117.011704 32.753432, -117.004311 32.759662))"
0.00005249,77,,,335,0.03046189,6,335,2037,2038,"POLYGON ((-121.278458 38.145718, -121.278258 38.139618, -121.280458 38.139418, -121.288458 38.142118, -121.288658 38.145618, -121.278458 38.145718))"
1.06E-05,99,,,335,0.013247063,6,335,5064,5065,"POLYGON ((-120.994445 37.645531, -120.997245 37.643331, -120.999646 37.645131, -120.996846 37.647431, -120.994445 37.645531))"
5.29E-05,47,,,335,0.029980315,6,335,6451,6452,"POLYGON ((-120.469041 37.329726, -120.469182 37.322771, -120.478215 37.324892, -120.478158 37.326902, -120.478062 37.329613, -120.469041 37.329726))"
0.000137079,19,,,335,0.06167814,6,335,8321,8322,"POLYGON ((-119.790972 36.529149, -119.785719 36.529328, -119.785751 36.503729, -119.791271 36.503849, -119.790972 36.529149))"
6.32E-05,29,,,335,0.031865193,6,335,8825,8826,"POLYGON ((-118.967476 35.412373, -118.959132 35.411957, -118.958932 35.404657, -118.967444 35.404677, -118.967476 35.412373))"
9.76E-05,73,,,335,0.049048271,6,335,10280,10285,"POLYGON ((-117.127865 32.76305, -117.126363 32.761465, -117.125165 32.76115, -117.114365 32.76105, -117.112264 32.76015, -117.109564 32.76095, -117.109564 32.75515, -117.116065 32.75515, -117.125265 32.75525, -117.125965 32.75725, -117.127865 32.76305))"
8.90E-05,7,,,336,0.04245597,6,336,34,34,"POLYGON ((-121.621939 39.77042, -121.622212 39.777628, -121.606287 39.777635, -121.609903 39.774613, -121.612184 39.770333, -121.621939 39.77042))"
0.000053495,77,,,336,0.030413349,6,336,2047,2048,"POLYGON ((-121.280458 38.139418, -121.279158 38.134418, -121.288258 38.134418, -121.288358 38.136118, -121.288458 38.142118, -121.280458 38.139418))"
0.000057425,99,,,336,0.033811267,6,336,5082,5083,"POLYGON ((-121.014946 37.643831, -121.014746 37.633131, -121.023046 37.633031, -121.021246 37.635031, -121.019846 37.641631, -121.014946 37.643831))"
2.15E-05,47,,,336,0.022842192,6,336,6426,6427,"POLYGON ((-120.468999 37.332025, -120.469041 37.329726, -120.478062 37.329613, -120.478066 37.332067, -120.468999 37.332025))"
0.005166792,19,,,336,0.335511658,6,336,8342,8343,"POLYGON ((-119.941273 36.488444, -119.940875 36.444649, -119.914047 36.444848, -119.913774 36.430449, -119.977076 36.429849, -119.987328 36.429792, -120.013395 36.429651, -120.031374 36.429635, -120.031361 36.458761, -120.027197 36.459103, -120.017562 36.467358, -120.012032 36.476484, -120.011492 36.47884, -120.010329 36.481058, -120.005736 36.484533, -119.999933 36.48822, -119.989779 36.488148, -119.95377 36.488523, -119.941273 36.488444))"
7.15E-05,29,,,336,0.03493158,6,336,8831,8832,"POLYGON ((-118.959132 35.411957, -118.948231 35.410757, -118.947031 35.410257, -118.949831 35.404657, -118.958932 35.404657, -118.959132 35.411957))"
0.00006557,73,,,336,0.03506869,6,336,10283,10288,"POLYGON ((-117.138065 32.76105, -117.127965 32.76105, -117.126665 32.75765, -117.125965 32.75725, -117.125265 32.75525, -117.137865 32.75525, -117.138065 32.76105))"
0.00003605,77,,,337,0.025938656,6,337,2049,2050,"POLYGON ((-121.271158 38.137718, -121.271458 38.134118, -121.279158 38.134418, -121.280458 38.139418, -121.271158 38.137718))"
7.53E-05,99,,,337,0.034994186,6,337,5146,5147,"POLYGON ((-121.014746 37.633131, -121.014636 37.629341, -121.023447 37.623221, -121.026846 37.627531, -121.023046 37.633031, -121.014746 37.633131))"
4.65E-05,47,,,337,0.027949951,6,337,6422,6423,"POLYGON ((-120.486314 37.332124, -120.478066 37.332067, -120.478062 37.329613, -120.478158 37.326902, -120.486857 37.326332, -120.486314 37.332124))"
0.004535534,19,,,337,0.320117454,6,337,8341,8342,"POLYGON ((-119.851173 36.488949, -119.851172 36.444949, -119.877973 36.445149, -119.878037 36.437956, -119.873748 36.436468, -119.865372 36.436417, -119.865272 36.430849, -119.869072 36.430849, -119.913774 36.430449, -119.914047 36.444848, -119.940875 36.444649, -119.941273 36.488444, -119.899904 36.489004, -119.881474 36.488749, -119.863374 36.488949, -119.851173 36.488949))"
6.22E-05,29,,,337,0.031634892,6,337,8846,8847,"POLYGON ((-118.967444 35.404677, -118.958932 35.404657, -118.958832 35.397457, -118.967332 35.397258, -118.967444 35.404677))"
0.000136471,73,,,337,0.047644262,6,337,10282,10287,"POLYGON ((-117.079563 32.75785, -117.073063 32.75885, -117.067163 32.76145, -117.064663 32.753051, -117.064263 32.752651, -117.074863 32.748251, -117.077463 32.748151, -117.079563 32.748851, -117.079563 32.75785))"
4.82E-05,7,,,338,0.028900699,6,338,35,35,"POLYGON ((-121.605047 39.777621, -121.603114 39.777613, -121.603228 39.770405, -121.612184 39.770333, -121.609903 39.774613, -121.606287 39.777635, -121.605047 39.777621))"
0.000030955,77,,,338,0.023318316,6,338,2060,2061,"POLYGON ((-121.271458 38.134118, -121.271658 38.130318, -121.279058 38.130018, -121.279158 38.134418, -121.271458 38.134118))"
3.70E-05,99,,,338,0.027905595,6,338,5174,5175,"POLYGON ((-121.014636 37.629341, -121.014546 37.622231, -121.023379 37.621992, -121.023447 37.623221, -121.014636 37.629341))"
4.22E-05,47,,,338,0.033447462,6,338,6420,6421,"POLYGON ((-120.486314 37.332124, -120.486857 37.326332, -120.486812 37.324691, -120.4905 37.324544, -120.49656 37.324482, -120.496771 37.32448, -120.496886 37.324961, -120.49534 37.326861, -120.492733 37.32764, -120.49067 37.327389, -120.489812 37.329105, -120.489699 37.33208, -120.48698 37.332162, -120.486314 37.332124))"
0.003042727,19,,,338,0.219864254,6,338,8340,8341,"POLYGON ((-119.845573 36.488949, -119.835482 36.48889, -119.797471 36.489049, -119.79847 36.474449, -119.79837 36.460149, -119.798215 36.445346, -119.80127 36.431149, -119.843271 36.431049, -119.851271 36.431049, -119.851172 36.444949, -119.851173 36.488949, -119.845573 36.488949))"
5.40E-05,29,,,338,0.029531126,6,338,8847,8848,"POLYGON ((-118.958932 35.404657, -118.949831 35.404657, -118.950832 35.400557, -118.953132 35.398457, -118.955132 35.397557, -118.958832 35.397457, -118.958932 35.404657))"
0.000387488,73,,,338,0.096349798,6,338,10281,10286,"POLYGON ((-116.927958 32.762052, -116.911266 32.762104, -116.907665 32.7609, -116.902758 32.757452, -116.897858 32.760152, -116.894457 32.761052, -116.894303 32.758491, -116.898058 32.755751, -116.900262 32.755145, -116.90187 32.756253, -116.903466 32.755856, -116.912316 32.746739, -116.913544 32.746024, -116.921358 32.742952, -116.927058 32.743352, -116.928258 32.744152, -116.927309 32.752945, -116.927958 32.762052))"
0.00004026,77,,,339,0.027101136,6,339,2059,2060,"POLYGON ((-121.279158 38.134418, -121.279058 38.130018, -121.288258 38.130018, -121.288258 38.134418, -121.279158 38.134418))"
6.20E-05,99,,,339,0.031827489,6,339,5184,5185,"POLYGON ((-121.026846 37.627531, -121.023447 37.623221, -121.030727 37.618228, -121.033246 37.617731, -121.033546 37.625731, -121.026846 37.627531))"
9.94E-05,47,,,339,0.047318809,6,339,6425,6426,"POLYGON ((-120.489699 37.33208, -120.489812 37.329105, -120.49067 37.327389, -120.492733 37.32764, -120.49534 37.326861, -120.496886 37.324961, -120.496771 37.32448, -120.501024 37.324328, -120.504917 37.3213, -120.504749 37.331737, -120.489699 37.33208))"
0.000919211,19,,,339,0.128098694,6,339,8337,8338,"POLYGON ((-119.785756 36.489072, -119.761569 36.489249, -119.762669 36.466449, -119.766069 36.468249, -119.768969 36.468749, -119.774769 36.466949, -119.778869 36.462649, -119.78737 36.461449, -119.79237 36.459849, -119.79297 36.458049, -119.79577 36.458549, -119.79837 36.460149, -119.79847 36.474449, -119.797471 36.489049, -119.790871 36.489149, -119.785756 36.489072))"
1.77E-05,29,,,339,0.021374042,6,339,8873,8874,"POLYGON ((-118.967332 35.397258, -118.958832 35.397457, -118.958804 35.396058, -118.96738 35.394502, -118.967332 35.397258))"
0.000252901,73,,,339,0.069046887,6,339,10284,10289,"POLYGON ((-117.203868 32.758949, -117.196268 32.760149, -117.187346 32.758276, -117.184267 32.75835, -117.178867 32.75765, -117.178867 32.75425, -117.179824 32.750035, -117.182767 32.74495, -117.182381 32.742567, -117.194568 32.74855, -117.201668 32.754949, -117.203868 32.758949))"
6.50E-05,7,,,340,0.035276253,6,340,33,33,"POLYGON ((-121.590688 39.777685, -121.597624 39.77043, -121.603228 39.770405, -121.603114 39.777613, -121.590688 39.777685))"
6.81E-05,77,,,340,0.033200174,6,340,2068,2069,"POLYGON ((-121.279058 38.130018, -121.279058 38.122519, -121.288258 38.122719, -121.288258 38.130018, -121.279058 38.130018))"
0.000034615,99,,,340,0.02475781,6,340,5191,5192,"POLYGON ((-121.033546 37.625731, -121.033246 37.617731, -121.037746 37.616631, -121.037946 37.624031, -121.033546 37.625731))"
0.000590533,47,,,340,0.120244136,6,340,6423,6424,"POLYGON ((-120.432962 37.332043, -120.414852 37.332084, -120.414394 37.332086, -120.414856 37.315394, -120.415032 37.310304, -120.424171 37.309801, -120.431733 37.307835, -120.438665 37.308166, -120.444538 37.308656, -120.444537 37.309482, -120.444537 37.30978, -120.441243 37.308887, -120.439667 37.309002, -120.437576 37.309482, -120.436717 37.310832, -120.436923 37.31833, -120.439753 37.318334, -120.439653 37.323561, -120.443163 37.324218, -120.444564 37.32356, -120.444192 37.32846, -120.444052 37.331998, -120.432962 37.332043))"
0.001184234,19,,,340,0.144062938,6,340,8344,8345,"POLYGON ((-119.79837 36.460149, -119.79577 36.458549, -119.79297 36.458049, -119.79237 36.459849, -119.78737 36.461449, -119.778869 36.462649, -119.774769 36.466949, -119.768969 36.468749, -119.766069 36.468249, -119.762669 36.466449, -119.762468 36.445349, -119.762368 36.431049, -119.798269 36.431149, -119.80127 36.431149, -119.798215 36.445346, -119.79837 36.460149))"
1.90E-05,29,,,340,0.023892073,6,340,8855,8856,"POLYGON ((-118.958832 35.397457, -118.955132 35.397557, -118.953132 35.398457, -118.950832 35.400557, -118.949832 35.396158, -118.958804 35.396058, -118.958832 35.397457))"
0.000265967,73,,,340,0.129139168,6,340,10286,10291,"POLYGON ((-117.203868 32.758949, -117.201668 32.754949, -117.194568 32.74855, -117.182381 32.742567, -117.178667 32.73985, -117.170576 32.730521, -117.173767 32.72965, -117.174767 32.73195, -117.179167 32.73785, -117.184267 32.74065, -117.192767 32.74405, -117.194668 32.74555, -117.198368 32.74525, -117.206368 32.74965, -117.207968 32.75045, -117.212568 32.750449, -117.219769 32.754649, -117.224369 32.757449, -117.204668 32.759749, -117.203868 32.758949))"
5.32E-05,77,,,341,0.029234658,6,341,2064,2065,"POLYGON ((-121.279058 38.130018, -121.271658 38.130318, -121.272258 38.122819, -121.279058 38.122519, -121.279058 38.130018))"
0.000117095,99,,,341,0.0506877,6,341,5199,5200,"POLYGON ((-121.014546 37.622231, -121.014432 37.61534, -121.014427 37.614928, -121.033246 37.614631, -121.033246 37.617731, -121.030727 37.618228, -121.023447 37.623221, -121.023379 37.621992, -121.014546 37.622231))"
3.68E-05,47,,,341,0.024536549,6,341,6458,6459,"POLYGON ((-120.451007 37.32851, -120.444192 37.32846, -120.444564 37.32356, -120.45115 37.322393, -120.451007 37.32851))"
0.002791043,19,,,341,0.230277251,6,341,8336,8337,"POLYGON ((-119.755169 36.489449, -119.737247 36.489286, -119.689866 36.48915, -119.690566 36.47435, -119.690766 36.44365, -119.688165 36.43895, -119.703366 36.44085, -119.704166 36.44185, -119.708466 36.44295, -119.712266 36.44495, -119.717867 36.44695, -119.722467 36.44995, -119.731067 36.44905, -119.737468 36.45225, -119.745968 36.45555, -119.751468 36.45995, -119.751832 36.464892, -119.753468 36.46595, -119.762669 36.466449, -119.761569 36.489249, -119.755169 36.489449))"
0.000202662,29,,,341,0.059762325,6,341,8832,8833,"POLYGON ((-118.949831 35.404657, -118.947031 35.410257, -118.942931 35.410057, -118.941231 35.409457, -118.939531 35.407757, -118.938371 35.405621, -118.935131 35.402757, -118.933031 35.402057, -118.930787 35.402245, -118.930659 35.396182, -118.94519 35.396151, -118.949832 35.396158, -118.950832 35.400557, -118.949831 35.404657))"
